Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1990:Q4,Next40,7728703,9401308,3489136,844403,363620,2295308,577478,1831363,1672604,1267900,354029,50675
1990:Q4,Bottom50,780789,1866379,877177,408924,28149,203400,53334,295395,1085590,673607,384580,27403
1991:Q1,Top1,5232974,5374826,739700,331752,936144,484656,1373557,1509017,141853,85983,19712,36158
1991:Q1,Next9,8046656,8628780,2087222,455256,846032,2016300,1095667,2128304,582124,468366,65955,47803
1991:Q1,Next40,7892658,9568351,3472206,860444,425668,2381487,570397,1858149,1675693,1286562,337483,51648
1991:Q1,Bottom50,808924,1902577,886992,420377,31844,213615,53663,296086,1093653,688241,379056,26356
1991:Q2,Top1,5240535,5385629,757990,324141,927157,514538,1364484,1497319,145094,88868,18827,37399
1991:Q2,Next9,8035282,8637522,2088068,460082,835456,2038190,1099226,2116500,602240,487724,67192,47324
1991:Q2,Next40,7925010,9616404,3464471,872877,427687,2424002,568237,1859129,1691394,1308244,331901,51249
1991:Q2,Bottom50,830697,1943908,911421,426606,33028,217502,55842,299508,1113211,705277,383386,24548
1991:Q3,Top1,5351263,5496779,773970,309811,1003188,552873,1368122,1488815,145515,90924,17014,37577
1991:Q3,Next9,8046654,8675994,2069248,474346,885200,2053150,1076059,2117991,629340,506428,68802,54110
1991:Q3,Next40,8055098,9749111,3478333,886207,456151,2483352,571649,1873419,1694013,1313378,328728,51907
1991:Q3,Bottom50,884434,2002243,950212,433079,35861,225417,55253,302421,1117809,703238,387956,26615
1991:Q4,Top1,5603725,5750778,792159,301895,1211342,576387,1364896,1504099,147053,93766,15083,38204
1991:Q4,Next9,8206283,8867624,2086207,479731,1028964,2074377,1057174,2141171,661341,528490,71321,61530
1991:Q4,Next40,8202416,9916186,3470726,896648,528651,2564908,572887,1882366,1713770,1330495,330216,53059
1991:Q4,Bottom50,919073,2061626,991455,439114,40970,232166,54493,303427,1142553,714605,398960,28988
1992:Q1,Top1,5573504,5724550,830727,297358,1175777,566698,1364784,1489206,151046,96768,13788,40490
1992:Q1,Next9,8200858,8891896,2107668,478777,1003737,2143634,1059264,2098816,691037,560613,71208,59216
1992:Q1,Next40,8281454,9988244,3504559,909790,530773,2617176,565952,1859994,1706790,1337296,316545,52949
1992:Q1,Bottom50,930179,2061772,988428,446170,41673,227504,54061,303937,1131593,713044,391812,26737
1992:Q2,Top1,5579671,5732144,863858,290886,1177433,575314,1359544,1465108,152473,99276,11668,41529
1992:Q2,Next9,8213008,8935162,2104886,481806,998641,2212651,1056617,2080561,722154,585492,72856,63806
1992:Q2,Next40,8374401,10084281,3528199,925180,535233,2672643,562429,1860597,1709881,1343975,312301,53605
1992:Q2,Bottom50,934245,2069590,979646,455206,43281,228226,54956,308275,1135345,711952,395507,27886
1992:Q3,Top1,5650241,5805595,873983,271443,1236947,588137,1368601,1466484,155354,101916,10134,43304
1992:Q3,Next9,8307164,9048779,2101216,499934,1035867,2276400,1051184,2084178,741615,602556,75102,63957
1992:Q3,Next40,8491189,10220166,3535512,939020,561138,2745751,559681,1879064,1728977,1364043,311281,53653
1992:Q3,Bottom50,998137,2156774,1053277,461145,45857,230288,54149,312058,1158637,726812,405416,26409
1992:Q4,Top1,5904340,6064225,872885,278220,1440445,568263,1389206,1515206,159885,105928,10200,43757
1992:Q4,Next9,8472012,9214188,2101899,500050,1154558,2374618,1016777,2066287,742176,606304,75607,60265
1992:Q4,Next40,8676325,10421979,3587138,942934,608061,2830681,568694,1884471,1745654,1372397,318667,54590
1992:Q4,Bottom50,994752,2200880,1078035,472051,49644,232672,53792,314686,1206128,755724,420295,30109
1993:Q1,Top1,6148859,6313066,891723,303793,1521350,591354,1441208,1563638,164207,108997,11921,43289
1993:Q1,Next9,8515877,9255053,2125138,475063,1187659,2418361,1012158,2036673,739176,604441,72828,61907
1993:Q1,Next40,8760902,10493861,3616556,943754,616666,2892266,568670,1855949,1732958,1368963,307804,56191
1993:Q1,Bottom50,937709,2160874,1014534,483789,51368,242952,52165,316065,1223165,771787,414709,36669
1993:Q2,Top1,6250048,6419726,884079,307685,1567268,588872,1474242,1597580,169678,113189,12876,43613
1993:Q2,Next9,8550916,9288711,2130035,479687,1202041,2472697,1000778,2003474,737795,607700,72283,57812
1993:Q2,Next40,8856741,10604586,3661524,952496,622293,2946566,572985,1848722,1747845,1381484,309483,56878
1993:Q2,Bottom50,960494,2230081,1062856,496385,52351,246611,52531,319347,1269587,805456,424020,40111
1993:Q3,Top1,6417628,6591153,873778,309439,1669569,589419,1511509,1637439,173525,117046,13632,42847
1993:Q3,Next9,8635922,9373198,2127363,487428,1250313,2532548,999115,1976432,737277,603620,72681,60976
1993:Q3,Next40,8963130,10733477,3708780,960755,637864,3003656,574355,1848068,1770348,1395286,316467,58595
1993:Q3,Bottom50,979995,2309086,1118123,508257,54444,251969,52999,323294,1329091,842065,439888,47138
1993:Q4,Top1,6625420,6801291,875472,318734,1772508,575735,1555582,1703260,175871,120863,12816,42192
1993:Q4,Next9,8732444,9473238,2140359,487434,1302485,2589278,997809,1955873,740794,603887,74791,62116
1993:Q4,Next40,9097343,10893614,3762015,972361,658504,3056021,575924,1868789,1796271,1403264,333118,59889
1993:Q4,Bottom50,966132,2355960,1141305,523550,56456,254858,52853,326938,1389828,871165,465444,53219
1994:Q1,Top1,6740779,6922518,886947,335710,1701223,565281,1617836,1815522,181739,124168,14629,42942
1994:Q1,Next9,8772516,9500706,2165619,473938,1237528,2651447,1002248,1969925,728189,596248,73099,58842
1994:Q1,Next40,9122428,10921299,3803683,979970,629357,3086717,575781,1845791,1798871,1409305,328284,61282
1994:Q1,Bottom50,925134,2350301,1120586,536419,55480,254779,52452,330584,1425167,899748,467864,57555
1994:Q2,Top1,6872107,7057952,889351,344290,1690191,580861,1677439,1875821,185845,128235,14086,43524
1994:Q2,Next9,8755907,9486987,2173537,473954,1199533,2707140,1001895,1930927,731079,600609,74477,55993
1994:Q2,Next40,9166229,10987576,3860007,990914,598579,3108590,578165,1851320,1821347,1417490,341019,62838
1994:Q2,Bottom50,917762,2397338,1138119,550390,55901,261795,53582,337551,1479576,928288,488999,62289
1994:Q3,Top1,7018455,7208142,879700,346662,1748421,587229,1709915,1936216,189687,132285,13328,44074
1994:Q3,Next9,8832385,9563180,2161356,483409,1212976,2773731,1011961,1919747,730795,603277,76322,51196
1994:Q3,Next40,9256030,11103375,3911799,1002484,594418,3155367,573872,1865435,1847345,1426875,356642,63828
1994:Q3,Bottom50,937504,2475732,1185103,563944,57402,269582,55353,344348,1538228,958612,513661,65955
1994:Q4,Top1,7189814,7380823,879974,352447,1754583,570824,1762431,2060564,191009,136363,11220,43426
1994:Q4,Next9,8848041,9590713,2146825,485538,1189084,2835049,1015072,1919144,742672,608273,79721,54678
1994:Q4,Next40,9297327,11180011,3973742,1010976,572185,3163452,572779,1886877,1882684,1434816,381718,66150
1994:Q4,Bottom50,900548,2509251,1196058,575201,58057,270937,56554,352444,1608703,986488,548509,73706
1995:Q1,Top1,7450670,7647339,873393,362093,1899849,604618,1806998,2100388,196669,139681,12516,44472
1995:Q1,Next9,8965621,9695087,2147906,487011,1253830,2883890,1016105,1906345,729466,603004,78487,47975
1995:Q1,Next40,9405152,11290154,4005257,1021682,584093,3222311,569415,1887397,1885003,1437958,379684,67361
1995:Q1,Bottom50,931404,2573402,1219450,589914,61242,286652,57282,358862,1641998,1011283,553859,76856
1995:Q2,Top1,7640973,7842212,838300,359792,2044952,618159,1844245,2136764,201239,143556,12473,45210
1995:Q2,Next9,9115073,9837508,2149531,500216,1328494,2952475,1008840,1897952,722434,597621,79951,44862
1995:Q2,Next40,9511243,11424084,4001040,1026343,609462,3302993,573406,1910840,1912841,1449923,393326,69592
1995:Q2,Bottom50,1010298,2716848,1333410,597968,64132,298964,58512,363862,1706550,1047202,577376,81972
1995:Q3,Top1,7895727,8099323,816700,361651,2217182,632086,1887280,2184425,203597,147789,11456,44352
1995:Q3,Next9,9276889,10009050,2161979,507339,1423571,3019617,1009452,1887092,732161,600908,82047,49206
1995:Q3,Next40,9640000,11584848,4016456,1030057,645768,3393404,578801,1920362,1944848,1461265,411170,72413
1995:Q3,Bottom50,1051226,2826256,1418002,605943,67408,310806,60003,364095,1775030,1079810,604926,90294
1995:Q4,Top1,8145061,8355988,831406,360595,2365858,660876,1911597,2225656,210927,150058,10375,50494
1995:Q4,Next9,9512359,10252550,2194154,515391,1545806,3060600,1019702,1916898,740191,602967,89343,47881
1995:Q4,Next40,9838158,11839945,4047922,1044910,707320,3473489,595265,1971039,2001787,1491102,434542,76143
1995:Q4,Bottom50,1050631,2846463,1419384,608358,73255,318659,60167,366639,1795832,1075798,633900,86134
1996:Q1,Top1,8270494,8487919,850287,362311,2432338,677585,1914073,2251326,217425,153222,13287,50916
1996:Q1,Next9,9714508,10480056,2241101,522127,1621906,3106383,1021948,1966592,765548,610930,91472,63146
1996:Q1,Next40,10048364,12082312,4082564,1063963,757336,3554577,616466,2007406,2033948,1531315,427634,74999
1996:Q1,Bottom50,1064654,2863334,1418796,614022,77483,324155,61656,367222,1798680,1082840,629815,86025
1996:Q2,Top1,8360891,8586815,869329,356145,2499564,691542,1905314,2264920,225923,156432,13136,56355
1996:Q2,Next9,9848424,10638097,2253537,534271,1691613,3148907,1020584,1989185,789673,627607,96827,65239
1996:Q2,Next40,10220836,12306282,4149819,1075520,798814,3615996,629865,2036268,2085446,1566428,440248,78770
1996:Q2,Bottom50,1061756,2872326,1418862,612895,81844,328765,62346,367613,1810570,1081194,646368,83008
1996:Q3,Top1,8388553,8622596,889259,352682,2480842,713346,1921805,2264662,234044,159779,13019,61246
1996:Q3,Next9,9924532,10739292,2277341,545186,1707294,3191453,1008712,2009307,814760,646073,102086,66601
1996:Q3,Next40,10400703,12536360,4209566,1092031,820797,3680270,653339,2080357,2135657,1602488,452380,80789
1996:Q3,Bottom50,1062594,2884217,1417588,615320,84511,333616,62849,370333,1821622,1080497,662361,78764
1996:Q4,Top1,8653311,8892441,917671,358439,2576657,773232,1956107,2310334,239130,162770,12614,63746
1996:Q4,Next9,10146988,10985596,2326478,545328,1792827,3235918,1033591,2051455,838609,657907,108161,72541
1996:Q4,Next40,10603169,12788925,4254434,1105553,866577,3782967,661138,2118256,2185757,1637270,469166,79321
1996:Q4,Bottom50,1038378,2877540,1386516,618673,89400,349688,61903,371360,1839162,1080185,683937,75040
1997:Q1,Top1,8594860,8844289,934829,359488,2573569,784156,1942730,2249517,249429,165599,15240,68590
1997:Q1,Next9,10389551,11248989,2365613,551300,1815717,3269322,1186970,2060067,859437,671473,109042,78922
1997:Q1,Next40,10665586,12875479,4285222,1123482,889295,3829013,646141,2102326,2209893,1668273,457096,84524
1997:Q1,Bottom50,1069635,2891454,1381496,622832,92299,352865,70829,371133,1821819,1075129,672797,73893
1997:Q2,Top1,9065623,9321984,950109,355079,2989695,832010,1966866,2228224,256361,168710,15705,71946
1997:Q2,Next9,10810039,11697867,2395105,564051,2094476,3386936,1175358,2081940,887828,686571,113437,87820
1997:Q2,Next40,11004622,13260323,4341738,1127779,996819,3967587,676474,2149926,2255702,1702683,464854,88165
1997:Q2,Bottom50,1116699,2947789,1402123,620130,103862,375934,72713,373027,1831090,1073961,684042,73087
1997:Q3,Top1,9350526,9611543,955558,350136,3220346,871244,1977268,2236991,261017,172951,16225,71841
1997:Q3,Next9,11172020,12100344,2434683,577919,2263442,3486662,1218997,2118641,928324,710809,118073,99442
1997:Q3,Next40,11256814,13562916,4368188,1140846,1071124,4092006,691886,2198866,2306102,1748738,474142,83222
1997:Q3,Bottom50,1164858,3017700,1444052,621159,111512,389056,76784,375137,1852841,1084509,697364,70968
1997:Q4,Top1,9488033,9756554,988314,357772,3268676,871034,1998122,2272636,268521,175761,15111,77649
1997:Q4,Next9,11411397,12370729,2505038,575758,2320527,3514716,1300322,2154369,959332,731528,123904,103900
1997:Q4,Next40,11424296,13778100,4418521,1158199,1108144,4130509,698972,2263755,2353805,1774403,489309,90093
1997:Q4,Bottom50,1155336,3013072,1418033,626298,115529,391406,81797,380008,1857736,1072546,715840,69350
1998:Q1,Top1,10047804,10325035,1011253,356518,3741667,907572,2010549,2297476,277231,179145,17185,80901
1998:Q1,Next9,12066781,13058775,2562643,587837,2638482,3663268,1400483,2206062,991994,755641,124688,111665
1998:Q1,Next40,11797516,14175162,4490522,1167916,1231635,4291021,705909,2288159,2377646,1806734,477701,93211
1998:Q1,Bottom50,1241411,3081802,1445282,627865,128038,412740,89131,378746,1840390,1067971,704469,67950
1998:Q2,Top1,10218403,10502448,1059744,355560,3799956,915830,2007139,2364218,284045,183123,17099,83823
1998:Q2,Next9,12248250,13273784,2621329,596665,2700642,3729673,1369999,2255476,1025534,775030,130597,119907
1998:Q2,Next40,12069508,14508228,4630485,1184516,1269096,4359281,741152,2323698,2438720,1851475,494021,93224
1998:Q2,Bottom50,1214151,3084508,1431105,631014,132384,417245,92065,380695,1870357,1078510,726028,65819
1998:Q3,Top1,9802528,10096099,1071458,335852,3297436,904155,2013381,2473817,293570,187106,17258,89206
1998:Q3,Next9,12066719,13118964,2655126,622705,2416422,3675538,1429863,2319310,1052244,797447,135674,119123
1998:Q3,Next40,12047226,14542447,4729649,1207800,1191149,4321911,752359,2339579,2495222,1894097,505754,95371
1998:Q3,Bottom50,1259353,3147613,1513024,630413,124982,399976,97031,382187,1888260,1086190,742032,60038
1998:Q4,Top1,10442021,10741947,1129407,365987,3901245,907453,2021619,2416236,299926,192882,17014,90030
1998:Q4,Next9,12877453,13944202,2754572,611744,2865060,3901710,1458797,2352319,1066748,810624,137131,118993
1998:Q4,Next40,12613585,15180380,4839094,1213125,1379787,4552641,757809,2437924,2566795,1942336,524442,100017
1998:Q4,Bottom50,1249085,3184517,1490242,642943,138145,428989,95490,388708,1935433,1111599,762686,61148
1999:Q1,Top1,10436085,10744456,1152872,376330,3832532,915003,2032560,2435159,308372,198218,18777,91377
1999:Q1,Next9,13016941,14091305,2811505,616246,2876223,3984943,1432594,2369793,1074365,818476,135134,120755
1999:Q1,Next40,12744864,15356585,4913715,1220490,1400917,4630454,772479,2418530,2611721,1986634,525263,99824
1999:Q1,Bottom50,1293828,3252449,1544076,648241,137877,440104,92304,389847,1958621,1133348,763225,62048
1999:Q2,Top1,10807829,11120935,1198113,397246,4139396,920944,2089326,2375909,313106,204162,19378,89566
1999:Q2,Next9,13376392,14477519,2901810,612902,3126629,4111052,1367902,2357224,1101127,829581,135441,136105
1999:Q2,Next40,13032448,15712272,5013878,1234117,1507731,4747497,813855,2395194,2679825,2037656,538625,103544
1999:Q2,Bottom50,1286628,3296730,1559778,660605,145309,454325,88488,388226,2010103,1161801,778137,70165
1999:Q3,Top1,10678565,10998330,1228867,403327,3873720,937047,2170128,2385241,319765,210969,19064,89732
1999:Q3,Next9,13331728,14457544,2973805,621030,3003811,4092297,1416514,2350087,1125816,853005,136739,136072
1999:Q3,Next40,13090883,15843782,5122306,1256084,1475754,4735808,831967,2421864,2752899,2093661,557498,101740
1999:Q3,Bottom50,1311533,3373786,1629681,670292,141050,448430,89031,395302,2062253,1193588,798594,70071
1999:Q4,Top1,11588872,11907528,1280942,426117,4713611,946175,2210798,2329885,318656,216856,17135,84665
1999:Q4,Next9,14214349,15400044,3060438,618827,3593197,4328495,1448623,2350464,1185695,882244,138462,164989
1999:Q4,Next40,13768589,16584265,5241161,1264011,1697635,4931222,845019,2605217,2815676,2131456,578768,105452
1999:Q4,Bottom50,1354992,3463064,1633346,682166,159647,475514,89096,423295,2108072,1203919,819257,84896
2000:Q1,Top1,12031728,12348161,1342120,440034,4960027,956263,2246542,2403175,316432,222101,16865,77466
2000:Q1,Next9,14665306,15917276,3174173,625135,3797881,4462266,1419930,2437892,1251970,909761,136754,205455
2000:Q1,Next40,14031569,16885459,5421923,1285932,1778924,5026008,861940,2510732,2853890,2160356,581586,111948
2000:Q1,Bottom50,1407666,3536571,1683667,696828,166096,482897,85031,422052,2128904,1204514,818559,105831
2000:Q2,Top1,11784388,12109037,1416844,454460,4614375,959150,2281541,2382667,324649,228861,15591,80197
2000:Q2,Next9,14587794,15854920,3291020,627838,3620597,4495874,1401250,2418341,1267126,936191,138546,192389
2000:Q2,Next40,14138844,17066709,5630782,1310981,1726475,5031870,881665,2484936,2927865,2212826,604968,110071
2000:Q2,Bottom50,1396243,3569810,1709274,711433,160651,480506,82976,424970,2173567,1231228,842666,99673
2000:Q3,Top1,11828045,12156332,1461315,459777,4546835,951061,2334480,2402864,328287,235676,13144,79467
2000:Q3,Next9,14930623,16228884,3387026,639543,3629237,4582855,1584726,2405496,1298261,963872,141681,192708
2000:Q3,Next40,14376902,17388005,5793458,1328699,1748948,5100443,856771,2559687,3011103,2265050,636801,109252
2000:Q3,Bottom50,1442703,3675382,1796857,720165,160420,478935,87312,431693,2232679,1257214,875447,100018
2000:Q4,Top1,11447687,11787870,1545891,478827,3863370,931261,2393613,2574908,340183,241820,10757,87606
2000:Q4,Next9,14785761,16074602,3517837,632937,3225150,4557911,1643222,2497545,1288841,977522,145302,166017
2000:Q4,Next40,14470962,17567186,5997774,1355422,1620458,5078356,863869,2651307,3096224,2314947,672315,108962
2000:Q4,Bottom50,1380207,3663262,1790525,734571,146406,463404,86804,441552,2283055,1282495,912893,87667
2001:Q1,Top1,11167020,11518064,1683908,491939,3326531,869532,2460506,2685648,351044,247687,11963,91394
2001:Q1,Next9,14728513,15996715,3709017,629749,2911427,4507958,1636499,2602066,1268202,990748,143590,133864
2001:Q1,Next40,14772343,17913434,6383894,1379969,1528428,5049391,882983,2688769,3141091,2360407,677243,103441
2001:Q1,Bottom50,1349555,3640866,1796181,745076,133975,434810,80935,449889,2291311,1302519,916928,71864
2001:Q2,Top1,11480953,11842409,1733302,504667,3601690,822186,2514113,2666451,361457,255941,14102,91414
2001:Q2,Next9,15271011,16549875,3817727,633031,3160001,4662387,1625602,2651128,1278864,1005080,143576,130208
2001:Q2,Next40,15120841,18356619,6528450,1389161,1656963,5201129,905806,2675110,3235779,2440558,691587,103634
2001:Q2,Bottom50,1346694,3712303,1857153,751920,141041,436892,76387,448910,2365609,1360622,934984,70003
2001:Q3,Top1,10938453,11301578,1775990,507695,2886414,765362,2544151,2821967,363125,264186,13041,85898
2001:Q3,Next9,14889308,16261876,3914014,638299,2689976,4612396,1650900,2756291,1372567,1052109,143652,176806
2001:Q3,Next40,15061121,18382228,6675611,1408804,1483349,5162597,919205,2732662,3321107,2501826,708082,111199
2001:Q3,Bottom50,1318987,3754824,1937684,756516,123138,405847,75533,456107,2435837,1392380,949576,93881
2001:Q4,Top1,11390292,11777918,1859632,517678,3351061,725612,2592727,2731208,387626,272926,15635,99065
2001:Q4,Next9,15469122,16751786,4001575,651514,3010537,4793334,1565614,2729212,1282664,1007489,150121,125054
2001:Q4,Next40,15618781,19066920,6861337,1427456,1622665,5310034,964265,2881163,3448140,2607184,737822,103134
2001:Q4,Bottom50,1284027,3775438,1932773,767612,130358,412143,70109,462443,2491411,1437336,988249,65826
2002:Q1,Top1,11562877,11968604,1950152,525974,3394244,734367,2625460,2738406,405727,283090,17165,105472
2002:Q1,Next9,15683120,16993964,4105258,657598,3010366,4906292,1530791,2783659,1310844,1040031,150540,120273
2002:Q1,Next40,15859219,19386520,7057640,1442117,1613291,5390619,997378,2885474,3527301,2691492,734459,101350
2002:Q1,Bottom50,1268717,3760139,1923218,772583,126755,412762,69202,455619,2491422,1447795,981353,62274
2002:Q2,Top1,11400751,11824513,2024583,531736,3038954,710496,2671563,2847180,423762,294465,17396,111901
2002:Q2,Next9,15542023,16869898,4212625,663212,2723533,4871757,1502481,2896290,1327875,1073337,154192,100346
2002:Q2,Next40,15618164,19258022,7211010,1468149,1483971,5324126,1034017,2736749,3639858,2793493,749737,96628
2002:Q2,Bottom50,1206917,3731736,1937189,779876,113572,387808,68913,444378,2524819,1477834,996319,50666
2002:Q3,Top1,10839648,11289264,2067366,524468,2409214,678479,2723015,2886723,449616,306309,19778,123529
2002:Q3,Next9,15135753,16464804,4298491,685062,2231113,4836187,1485896,2928054,1329051,1088688,157532,82831
2002:Q3,Next40,15490259,19258272,7345215,1495928,1262381,5249465,1068441,2836842,3768013,2911589,762225,94199
2002:Q3,Bottom50,1213855,3793235,2038097,785311,93416,358923,68715,448773,2579380,1527035,1012073,40272
2002:Q4,Top1,10911611,11379463,2129054,523670,2605114,662000,2531092,2928533,467852,318314,21188,128350
2002:Q4,Next9,15476838,16825490,4376933,705596,2351236,4993438,1451986,2946302,1348653,1108428,161825,78400
2002:Q4,Next40,15934324,19836718,7517960,1508187,1312047,5363353,1130786,3004385,3902394,3029455,780503,92436
2002:Q4,Bottom50,1251046,3895658,2097032,788752,93887,363825,95147,457015,2644612,1574930,1033492,36190
2003:Q1,Top1,10917264,11407752,2224137,532673,2452196,683016,2591770,2923960,490487,329560,25600,135327
2003:Q1,Next9,15634344,16999206,4484064,707010,2208902,5029468,1544058,3025704,1364862,1118399,161822,84641
2003:Q1,Next40,16000658,20007481,7717447,1519421,1241357,5395065,1136643,2997548,4006823,3140943,773587,92293
2003:Q1,Bottom50,1184457,3866548,2074803,790490,85773,363124,97479,454879,2682091,1616431,1028114,37546
2003:Q2,Top1,11756445,12254722,2310020,539812,3009854,724666,2684918,2985451,498277,343704,27661,126912
2003:Q2,Next9,16256184,17731404,4578849,720655,2576046,5207886,1524171,3123797,1475220,1159967,165085,150168
2003:Q2,Next40,16421886,20584091,7924219,1529748,1387669,5555452,1173850,3013153,4162204,3278111,785939,98154
2003:Q2,Bottom50,1115813,3909226,2086188,795880,93567,386655,94002,452935,2793413,1681717,1043245,68451
2003:Q3,Top1,12118859,12638256,2371991,536741,3247461,735998,2793634,2952431,519397,357508,27700,134189
2003:Q3,Next9,16511870,18030042,4664522,744745,2707076,5289652,1496659,3127387,1518172,1218414,169030,130728
2003:Q3,Next40,16650117,20948953,8112300,1547949,1431808,5624309,1213272,3019315,4298835,3401499,802907,94429
2003:Q3,Bottom50,1137966,3985778,2163277,801436,93172,391361,88718,447814,2847812,1730442,1060038,57332
2003:Q4,Top1,12802192,13374769,2414546,540249,3752124,765540,2868604,3033707,572577,369943,29888,172746
2003:Q4,Next9,17176075,18681788,4804227,765159,3008954,5473910,1466453,3163086,1505713,1232233,173009,100471
2003:Q4,Next40,17086283,21532931,8239153,1563227,1536066,5777362,1247829,3169293,4446648,3527325,819239,100084
2003:Q4,Bottom50,1241003,4148854,2290617,809031,97116,411510,84907,455672,2907851,1785374,1080795,41682
2004:Q1,Top1,13807294,14397862,2567645,546919,4030055,770083,2929239,3553921,590567,381379,33097,176091
2004:Q1,Next9,18036725,19575231,4958432,781049,3149415,5623724,1570480,3492131,1538506,1253550,173222,111734
2004:Q1,Next40,17653096,22202155,8639903,1588846,1573190,5875293,1248715,3276208,4549059,3634735,814343,99981
2004:Q1,Bottom50,1208134,4149663,2277631,820945,95914,413193,87089,454892,2941530,1820036,1075810,45684
2004:Q2,Top1,13935886,14548278,2643553,540567,4013459,770799,3097346,3482553,612392,396123,35051,181218
2004:Q2,Next9,18342672,19949264,5095087,812231,3093333,5756572,1690912,3501129,1606592,1309406,175399,121787
2004:Q2,Next40,17843341,22536269,8902278,1612877,1536178,5957630,1267336,3259970,4692928,3772058,820886,99984
2004:Q2,Bottom50,1262172,4277034,2407555,829435,89193,414512,86700,449639,3014863,1882653,1083203,49007
2004:Q3,Top1,14381182,15007834,2747309,548340,4070916,789770,3267241,3584258,626652,409997,36283,180372
2004:Q3,Next9,18864836,20500224,5339119,817937,3075333,5872919,1834023,3560893,1635388,1344011,180020,111357
2004:Q3,Next40,18042515,22884732,9172715,1628009,1503592,6014226,1286875,3279316,4842217,3907092,841265,93860
2004:Q3,Bottom50,1289716,4382946,2513933,833551,83492,413205,89585,449180,3093230,1944304,1107308,41618
2004:Q4,Top1,15147939,15758785,2834737,550838,4463754,876779,3399485,3633192,610846,412805,34338,163703
2004:Q4,Next9,19562334,21322255,5540112,837030,3334572,6090171,1913068,3607302,1759921,1419391,185241,155289
2004:Q4,Next40,18777539,23711055,9496375,1650488,1573046,6176850,1294548,3519748,4933516,3971423,863838,98255
2004:Q4,Bottom50,1304792,4562323,2609474,859816,90956,435953,92233,473891,3257531,2055529,1136702,65300
2005:Q1,Top1,15411296,16019570,2921539,555701,4478042,938926,3488897,3636465,608274,414160,39533,154581
2005:Q1,Next9,19932464,21706706,5759321,844254,3353998,6121958,1932273,3694902,1774242,1435198,184015,155029
2005:Q1,Next40,18946396,23941087,9787898,1672441,1559270,6185704,1310020,3425754,4994691,4049095,848770,96826
2005:Q1,Bottom50,1288616,4677317,2689108,882689,92462,438002,94414,480643,3388702,2190567,1132656,65479
2005:Q2,Top1,15950851,16564053,2999733,570750,4637879,1012322,3654095,3689274,613202,417576,39910,155716
2005:Q2,Next9,20461057,22315467,6034523,842151,3466378,6226413,1999382,3746620,1854410,1511697,186760,155953
2005:Q2,Next40,19329918,24413265,10024775,1695592,1576846,6258675,1339869,3517509,5083348,4127429,857182,98737
2005:Q2,Bottom50,1289729,4829018,2786351,909801,96289,447045,99304,490227,3539289,2322996,1148537,67756
2005:Q3,Top1,16464255,17077524,3070645,569074,4925235,1089406,3837458,3585706,613269,421017,39462,152790
2005:Q3,Next9,21014722,22949100,6282592,855431,3656964,6347043,2075876,3731193,1934378,1591059,191003,152316
2005:Q3,Next40,19755123,24935500,10317656,1706546,1616437,6342542,1371814,3580505,5180377,4206924,874115,99338
2005:Q3,Bottom50,1341739,5042186,2945872,926858,102151,460428,104532,502345,3700447,2458991,1173805,67651
2005:Q4,Top1,16890061,17508508,3144236,567552,5025898,1168805,3958025,3643991,618447,423071,38768,156608
2005:Q4,Next9,21524275,23517787,6494868,869885,3728575,6458750,2181320,3784389,1993512,1663765,195009,134738
2005:Q4,Next40,20249583,25510589,10607610,1722134,1614047,6416893,1384111,3765794,5261005,4271574,889830,99601
2005:Q4,Bottom50,1390953,5231091,3068779,946655,105121,471570,112492,526474,3840139,2581989,1196948,61202
2006:Q1,Top1,17755880,18372945,3112965,582730,5717175,1251979,3966739,3741356,617065,426501,38279,152285
2006:Q1,Next9,22349036,24466047,6621701,866372,4170679,6557986,2284599,3964710,2117011,1764308,197143,155560
2006:Q1,Next40,20189955,25530640,10517272,1739637,1730148,6497756,1368506,3677321,5340685,4341369,895205,104111
2006:Q1,Bottom50,1397772,5386780,3161142,972117,117227,487465,121276,527553,3989008,2707363,1206957,74688
2006:Q2,Top1,17711206,18333409,3138390,579944,5527618,1327366,3995830,3764261,622202,429591,40366,152245
2006:Q2,Next9,22523391,24725568,6735985,880147,4066218,6566799,2426084,4050335,2202177,1845142,198070,158965
2006:Q2,Next40,20141868,25564877,10653677,1757147,1675323,6505488,1349023,3624219,5423009,4421267,894659,107083
2006:Q2,Bottom50,1367626,5514125,3250427,992104,115772,492496,131130,532195,4146498,2850649,1216516,79333
2006:Q3,Top1,18065734,18684260,3141731,576904,5734624,1399689,4085627,3745685,618526,430150,42000,146376
2006:Q3,Next9,22936227,25218626,6821277,898171,4208620,6673507,2563412,4053639,2282399,1905927,201864,174608
2006:Q3,Next40,20437381,25938209,10735636,1770854,1696994,6587838,1339528,3807359,5500828,4477324,912924,110580
2006:Q3,Bottom50,1357758,5675696,3350147,1012519,120435,509173,138554,544868,4317938,2973261,1254653,90024
2006:Q4,Top1,18583640,19192823,3113411,582500,6231640,1471036,4166727,3627508,609183,427917,41426,139840
2006:Q4,Next9,23428665,25801429,6905117,903747,4533259,6826230,2612795,4020281,2372765,1956064,205504,211197
